ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija,USP,ko_fix,Sumariafix
"321150",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Dvorište Vivodinsko,Ozalj
"321141",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Donji Lović,Ozalj
"321133",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Bubnjarci,Ozalj
"321125",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Brlog Ozaljski,Ozalj
"321117",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Breznik,Ozalj
"321109",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Bratovanci,Ozalj
"321095",Ozalj,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Brašljevica,Ozalj
"313246",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Popović Brdo,Karlovac
"313220",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Mala Švarča,Karlovac
"313211",Karlovac,Karlovačka županija,Karlovac,Šumarija Draganić,Karlovac,Mahično,Draganić
"313181",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Karlovac II,Karlovac
"313173",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Karlovac I,Karlovac
"313165",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Kamensko,Karlovac
"313114",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Gornje Stative,Karlovac
"313106",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Gornje Mekušje,Karlovac
"313068",Karlovac,Karlovačka županija,Karlovac,Šumarija Draganić,Karlovac,Donje Pokupje,Draganić
"313050",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Donje Mekušje,Karlovac
"313041",Karlovac,Karlovačka županija,Karlovac,Šumarija Karlovac,Karlovac,Cerovac Vukmanički,Karlovac
"312878",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Željezno Žumberačko,Krašić
"312851",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Volavje,Jastrebarsko
"312835",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Sveta Jana,Jastrebarsko
"312827",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Sošice,Krašić
"312797",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Pribić,Krašić
"312789",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Prekrižje,Krašić
"312738",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Petrovina,Jastrebarsko
"312703",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Mirkopolje,Krašić
"312690",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Mahovljić,Krašić
"312592",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Gornja Kupčina,Jastrebarsko
"312576",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Domagović,Jastrebarsko
"312550",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Čaglje,Jastrebarsko
"312541",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Cvetković,Jastrebarsko
"312533",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Brlenić,Krašić
"308005",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Žubrinci,Duga Resa
"307998",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Zagradci,Duga Resa
"307980",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Vukova Gorica,Duga Resa
"307971",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Vodena Draga,Duga Resa
"307963",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Vinski Vrh,Duga Resa
"307939",Duga Resa,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Rosopajnik,Ozalj
"307912",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Radočaji,Duga Resa
"307882",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Potok Bosiljevski,Duga Resa
"307858",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Pišćetki,Duga Resa
"307815",Duga Resa,Karlovačka županija,Karlovac,Šumarija Ozalj,Karlovac,Mrzljaki,Ozalj
"307807",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Mrežničko Mrzlo Polje,Duga Resa
"307793",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Mrežnički Novaki,Duga Resa
"307777",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Mračin,Duga Resa
"307769",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Modruš Potok,Duga Resa
"307734",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Maletići,Duga Resa
"307726",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Lišnica,Duga Resa
"307718",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Lipa,Duga Resa
"307696",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Ladešići,Duga Resa
"307688",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Kozalj Vrh,Duga Resa
"307661",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Korenić Brdo,Duga Resa
"307645",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Jarče Polje,Duga Resa
"307629",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Gršćaki,Duga Resa
"307572",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Gornje Prilišće,Duga Resa
"307564",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Glavica,Duga Resa
"307530",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Duga Resa,Duga Resa
"307521",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Donji Zvečaj,Duga Resa
"307483",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Brajak Brdo,Duga Resa
"307475",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Bosiljevo,Duga Resa
"307467",Duga Resa,Karlovačka županija,Karlovac,Šumarija Duga Resa,Karlovac,Belaj,Duga Resa
"337072",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Vrhovčak,Samobor
"336637",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Okić,Jastrebarsko
"336629",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Klinča Sela,Jastrebarsko
"325201",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Šipački Breg,Samobor
"325180",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Slani Dol,Samobor
"325163",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Rude,Samobor
"325155",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Rakovica,Samobor
"325066",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Sveta Nedelja,Samobor
"325058",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Molvice,Samobor
"325040",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Konšćica,Samobor
"325015",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Grabar,Samobor
"325007",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Galgovo,Samobor
"324990",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Drežnik Podokički,Samobor
"324973",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Cerje Samoborsko,Samobor
"324965",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Budinjak,Samobor
"312886",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Žumberak,Krašić
"312819",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Slavetić,Jastrebarsko
"312762",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Plešivička Reka,Jastrebarsko
"312754",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Plešivica,Jastrebarsko
"312720",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Pečno,Krašić
"312711",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Mrzlo Polje Žumberačko,Krašić
"312649",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Kostanjevac,Krašić
"312614",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Krašić,Karlovac,Kalje,Krašić
"312606",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Jastrebarsko,Jastrebarsko
"312568",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Desinec,Jastrebarsko
"337722",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Mala Gorica,Samobor
"337714",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Kalinovica,Samobor
"337021",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Lučko,Remetinec
"335584",Grad Zagreb,Grad Zagreb,Zagreb,Hortikultura Zagreb,Zagreb,Podsused,Hortikultura Zagreb
"335517",Samobor,Zagrebačka županija,Zagreb,Šumarija Remetinec,Zagreb,Stupnik,Remetinec
"335509",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Starjak,Remetinec
"335452",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Kupinečki Kraljevec,Remetinec
"335428",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Horvati,Remetinec
"335401",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Demerje,Remetinec
"325147",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Rakov Potok,Samobor
"325139",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Rakitje,Samobor
"325023",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Kerestinec,Samobor
"312860",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Jastrebarsko,Karlovac,Zdenčina,Jastrebarsko
"312843",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Pisarovina,Karlovac,Velika Jamnička,Pisarovina
"312665",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Pisarovina,Karlovac,Kupinec,Pisarovina
"313190",Karlovac,Karlovačka županija,Karlovac,Šumarija Krnjak,Karlovac,Krnjak,Krnjak
"335487",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Odranski Obrež,Remetinec
"335380",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Brezovica,Remetinec
"335371",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Blato,Remetinec
"333689",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Kozarac,Gvozd
"333620",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Gornja Trstenica,Gvozd
"333573",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Čemernica,Gvozd
"333549",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Bukovica,Gvozd
"333859",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Trepča,Gvozd
"333557",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Čremušnica,Gvozd
"333514",Topusko,Sisačko-moslavačka županija,Sisak,Šumarija Gvozd,Karlovac,Bović,Gvozd
"331686",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Lukinić Brdo,Pokupsko
"331660",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Lijevi Štefanki,Pokupsko
"331406",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Pokupsko,Sisak,Auguštanovec,Pokupsko
"310212",Glina,Sisačko-moslavačka županija,Sisak,Šumarija Pokupsko,Sisak,Ilovačak,Pokupsko
"335525",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Trpuci,Remetinec
"335410",Grad Zagreb,Grad Zagreb,Zagreb,Šumarija Remetinec,Zagreb,Dragonožec,Remetinec
"331937",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Vukomerić,Velika Gorica
"331457",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Cerovski Vrh,Velika Gorica
"331422",Velika Gorica,Zagrebačka županija,Zagreb,Šumarija Velika Gorica,Zagreb,Bukovčak,Velika Gorica
"312681",Jastrebarsko,Zagrebačka županija,Zagreb,Šumarija Pisarovina,Karlovac,Lučenica,Pisarovina
"337099",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Perivoj,Samobor
"337064",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Jazbina-Lug,Samobor
"337056",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Bregana,Samobor
"337048",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Otok Samoborski,Samobor
"337030",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Klokočevec,Samobor
"325171",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Samobor,Samobor
"325112",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Poklek,Samobor
"325104",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Podvrh,Samobor
"325082",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Otruševec,Samobor
"325074",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Noršić Selo,Samobor
"324981",Samobor,Zagrebačka županija,Zagreb,Šumarija Samobor,Zagreb,Domaslovec,Samobor
"331333",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Varaždin-breg,Varaždin
"331163",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Kneginec,Varaždin
"331147",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Kaštelanec,Varaždin
"331104",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Jakopovec,Varaždin
"318680",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Varaždinske Toplice,Varaždin
"318582",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Ljubešćica,Varaždin
"318566",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Ključ,Varaždin
"318540",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Kalnička Kapela,Varaždin
"318531",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Hrastovec Toplički,Varaždin
"318523",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Grana,Varaždin
"315818",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Zaistovec,Križevci
"315800",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Vojnovec Kalnički,Križevci
"315761",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Štrigovec,Križevci
"315745",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Sudovec,Varaždin
"315664",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Pofuki,Križevci
"315656",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Podvinje Miholečko,Križevci
"315605",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Miholec,Križevci
"315567",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Lukačevec,Križevci
"315460",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Gregurovec,Križevci
"315451",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Gornja Rijeka,Križevci
"315435",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Fodrovec,Križevci
"315427",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Finčevec,Križevci
"315303",Križevci,Koprivničko-križevačka župa,Koprivnica,Šumarija Križevci,Koprivnica,Borje,Križevci
"312126",Ivanec,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Druškovec,Varaždin
"312070",Ivanec,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Cerje,Varaždin
"337790",Krapina,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Donja Šemnica,Krapina
"336211",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Zlatar,Zlatar
"336203",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Zajezda,Zlatar
"336190",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Vojnovec Loborski,Zlatar
"336181",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Veternica,Zlatar
"336173",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Veleškovec,Zlatar
"336165",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Donja Stubica,Zagreb,Tugonica,Donja Stubica
"336157",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Donja Stubica,Zagreb,Sušobreg,Donja Stubica
"336149",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Purga,Zlatar
"336122",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Donja Stubica,Zagreb,Podgrađe Bistričko,Donja Stubica
"336114",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Petrova Gora,Zlatar
"336106",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Pešćeno,Zlatar
"336092",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Peršaves,Zlatar
"336084",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Oštrc,Zlatar
"336076",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Mihovljan,Zlatar
"336068",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Martinci Zlatarski,Zlatar
"336050",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Mače,Zlatar
"336041",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Lovrečan,Zlatar
"336033",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Konjščina,Zlatar
"336025",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Donja Stubica,Zagreb,Jertovec,Donja Stubica
"336017",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Hrašćinski Kraljevec,Zlatar
"336009",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Hrašćina,Zlatar
"335991",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Gotalovec,Zlatar
"335983",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Donja Batina,Zlatar
"335975",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Budinščina,Zlatar
"335967",Zlatar,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Belec,Zlatar
"335789",Sveti Ivan Zelina,Zagrebačka županija,Zagreb,Šumarija Zlatar,Zagreb,Bedenica,Zlatar
"334561",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Začretje,Krapina
"334553",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Zabok,Krapina
"334502",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Švaljkovec,Krapina
"334499",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Špičkovina,Krapina
"334456",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Pustodol,Krapina
"334448",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Poznanovec,Zlatar
"334430",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Mirkovec,Krapina
"334405",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Komor,Zlatar
"334324",Zabok,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Bedekovčina,Zlatar
"331317",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Tužno,Varaždin
"331082",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Ilija,Varaždin
"331066",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Črešnjevo,Varaždin
"331040",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Beretinec,Varaždin
"331031",Varaždin,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Beletinec,Varaždin
"318701",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Visoko,Varaždin
"318698",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Vinično,Varaždin
"318663",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Ščepanje,Varaždin
"318647",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Remetinec,Varaždin
"318612",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Podevčevo,Varaždin
"318604",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Novi Marof,Varaždin
"318558",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Kamena Gorica,Varaždin
"318515",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Ðurinovec,Varaždin
"318485",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Donje Mokojišće,Varaždin
"318477",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Čanjevo,Varaždin
"318469",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Butkovec,Varaždin
"318442",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Breznica,Varaždin
"318434",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Bisag,Varaždin
"318426",Novi Marof,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Bela,Varaždin
"315265",Krapina,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Velika Ves,Krapina
"315249",Krapina,Krapinsko-zagorska županija,Krapina,Šumarija Zlatar,Zagreb,Šemnica,Zlatar
"315214",Krapina,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Radoboj,Krapina
"315168",Krapina,Krapinsko-zagorska županija,Krapina,Šumarija Krapina,Zagreb,Jesenje,Krapina
"312274",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Trakošćan,Ivanec
"312266",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Šaša,Ivanec
"312258",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Rinkovec,Ivanec
"312240",Ivanec,Varaždinska županija,Varaždin,Šumarija Varaždin,Koprivnica,Radovan,Varaždin
"312223",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Očura Lepoglavska,Ivanec
"312215",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Lepoglava,Ivanec
"312207",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Klenovnik,Ivanec
"312193",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Kaniža,Ivanec
"312185",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Kamenica Ivanečka,Ivanec
"312177",Ivanec,Varaždinska županija,Varaždin,Šumarija Ivanec,Koprivnica,Jerovec,Ivanec
